symbol,timestamp,open,high,low,close,volume
IWM,2024-05-08,226.95,231.74,226.90,228.92,33306671
TLT,2024-05-08,95.55,96.09,95.41,96.06,14340969
GLD,2024-05-08,211.86,213.65,211.64,213.65,8907289
SPY,2024-05-09,461.44,466.34,459.12,466.03,110684546
QQQ,2024-05-09,341.23,346.68,339.72,346.49,68723246
IWM,2024-05-09,227.84,231.99,226.22,231.90,31833308
TLT,2024-05-09,96.04,97.12,95.77,96.99,14031425
GLD,2024-05-09,213.44,216.51,213.23,214.70,9624567
SPY,2024-05-10,466.87,469.59,466.74,468.79,79337281
QQQ,2024-05-10,348.78,350.05,347.81,349.04,40220790
IWM,2024-05-10,232.70,235.44,229.54,229.61,29761796
TLT,2024-05-10,97.00,98.20,96.73,98.01,16224985
GLD,2024-05-10,214.08,214.36,211.44,211.46,7258028
SPY,2024-05-13,468.56,473.28,462.99,464.86,78312822
QQQ,2024-05-13,350.87,352.78,345.68,346.45,40802753
IWM,2024-05-13,229.54,231.78,228.90,231.21,43083291
TLT,2024-05-13,98.22,98.65,98.21,98.62,14082746
GLD,2024-05-13,210.61,212.67,210.12,212.45,8960554
SPY,2024-05-14,464.02,467.31,462.83,466.69,95391776
QQQ,2024-05-14,347.74,348.34,337.91,340.12,49524087
IWM,2024-05-14,230.39,234.08,230.34,233.14,33102307
TLT,2024-05-14,98.39,99.10,98.27,99.10,8403836
GLD,2024-05-14,212.59,212.60,211.95,212.27,8992222
SPY,2024-05-15,465.42,467.04,464.68,466.78,110054071
QQQ,2024-05-15,342.45,346.17,338.42,341.09,60146747
IWM,2024-05-15,231.97,232.03,230.05,230.18,48881580
TLT,2024-05-15,99.54,100.36,99.43,99.97,10108158
GLD,2024-05-15,212.44,214.86,212.19,214.38,7690709
SPY,2024-05-16,467.33,468.92,466.74,467.76,91967173
QQQ,2024-05-16,340.76,342.45,339.15,342.41,39235738
IWM,2024-05-16,230.07,232.92,229.80,232.69,48821119
TLT,2024-05-16,99.90,100.21,97.52,98.61,12450949
GLD,2024-05-16,213.11,213.22,212.12,212.66,7976143
SPY,2024-05-17,469.10,471.31,468.09,470.00,126114549
QQQ,2024-05-17,343.18,356.31,342.38,349.36,49252322
IWM,2024-05-17,231.96,232.38,230.91,231.15,39925732
TLT,2024-05-17,98.69,99.04,98.22,98.62,8073510
GLD,2024-05-17,213.35,214.40,211.81,213.87,10445817
SPY,2024-05-20,468.00,472.91,465.25,471.69,124050478
QQQ,2024-05-20,347.87,355.41,347.84,354.85,50765754
IWM,2024-05-20,233.63,233.81,233.46,233.80,38530935
TLT,2024-05-20,97.97,98.23,97.90,98.19,7416332
GLD,2024-05-20,214.53,215.67,211.05,211.71,7620406
SPY,2024-05-21,471.08,477.26,470.71,477.13,101408338
QQQ,2024-05-21,357.54,368.85,354.54,367.97,73397201
IWM,2024-05-21,231.38,231.69,229.07,230.88,37708886
TLT,2024-05-21,98.53,99.36,97.75,98.97,10150148
GLD,2024-05-21,212.87,213.95,206.79,207.02,11684043
SPY,2024-05-22,473.44,474.34,469.14,470.14,100458744
QQQ,2024-05-22,373.60,373.93,369.21,369.50,46359676
IWM,2024-05-22,230.06,230.44,225.85,225.85,37622931
TLT,2024-05-22,99.12,99.22,98.89,98.98,16893389
GLD,2024-05-22,206.51,206.94,205.88,206.33,9087945
SPY,2024-05-23,468.29,476.05,467.65,475.66,87571123
QQQ,2024-05-23,370.25,370.41,364.40,365.03,58505850
IWM,2024-05-23,224.50,227.07,223.39,225.41,28925914
TLT,2024-05-23,99.15,99.17,98.22,98.27,11103907
GLD,2024-05-23,206.56,207.56,206.11,207.41,7842344
SPY,2024-05-24,475.70,476.05,469.49,471.36,66653710
QQQ,2024-05-24,366.56,369.33,364.27,368.68,44605626
IWM,2024-05-24,225.83,226.09,223.46,224.06,41641248
TLT,2024-05-24,98.55,98.61,97.85,97.94,10524023
GLD,2024-05-24,206.99,207.75,206.92,207.14,9783466
SPY,2024-05-28,472.68,472.70,471.22,472.16,92607947
QQQ,2024-05-28,371.29,372.38,367.84,371.91,43664858
IWM,2024-05-28,223.04,226.46,222.18,225.68,40859884
TLT,2024-05-28,98.32,98.43,96.97,97.22,11931930
GLD,2024-05-28,206.34,208.80,205.67,208.08,10149422
SPY,2024-05-29,472.48,488.01,465.69,486.76,102094460
QQQ,2024-05-29,374.64,375.41,349.56,350.89,68770486
IWM,2024-05-29,224.85,225.11,221.34,221.49,39996626
TLT,2024-05-29,97.37,97.68,95.04,95.34,9827171
GLD,2024-05-29,207.27,209.32,206.70,209.08,6652197
SPY,2024-05-30,486.45,487.46,484.19,484.42,66676079
QQQ,2024-05-30,350.48,354.59,350.33,354.29,55502474
IWM,2024-05-30,220.46,220.71,217.12,217.33,35903169
TLT,2024-05-30,95.39,96.99,95.24,96.94,10140654
GLD,2024-05-30,209.73,210.78,207.98,208.73,10874521
SPY,2024-05-31,485.05,497.37,483.20,496.32,91508928
QQQ,2024-05-31,355.51,356.31,351.33,356.07,62457379
IWM,2024-05-31,217.82,218.50,212.11,212.62,34838670
TLT,2024-05-31,96.46,98.22,96.29,98.15,12944964
GLD,2024-05-31,209.49,209.86,207.44,207.57,10946259
SPY,2024-06-03,496.24,496.98,487.87,488.01,71691399
QQQ,2024-06-03,354.54,355.78,351.12,353.94,68153286
IWM,2024-06-03,211.06,212.94,210.80,212.65,18716358
TLT,2024-06-03,97.89,98.35,97.02,97.07,14445787
GLD,2024-06-03,207.70,212.39,207.61,210.86,6696083
SPY,2024-06-04,487.96,488.94,481.33,481.81,119284361
QQQ,2024-06-04,352.37,353.00,348.99,349.87,35289979
IWM,2024-06-04,212.27,214.14,210.32,213.77,34254415
TLT,2024-06-04,96.83,97.82,96.67,97.62,12678254
GLD,2024-06-04,210.15,212.66,210.05,211.36,10515180
SPY,2024-06-05,480.90,485.93,479.11,485.76,89832821
QQQ,2024-06-05,348.35,350.74,338.83,339.32,35639895
IWM,2024-06-05,213.76,216.66,213.62,216.49,32624922
TLT,2024-06-05,97.59,97.70,96.16,96.42,11091604
GLD,2024-06-05,210.89,214.35,210.06,213.79,8721936
SPY,2024-06-06,486.70,487.10,482.88,483.32,54656948
QQQ,2024-06-06,341.84,344.22,341.19,343.18,49688451
IWM,2024-06-06,216.09,216.96,212.91,213.59,48144269
TLT,2024-06-06,96.53,96.63,94.51,94.55,14172289
GLD,2024-06-06,213.43,213.87,210.98,212.40,9046230
SPY,2024-06-07,484.21,488.72,482.93,485.99,66537903
QQQ,2024-06-07,343.57,347.16,342.66,344.71,45424817
IWM,2024-06-07,213.51,213.54,213.04,213.43,35737776
TLT,2024-06-07,94.88,95.13,93.25,93.48,10185686
GLD,2024-06-07,212.28,214.36,212.09,214.30,9405611
SPY,2024-06-10,486.95,490.13,485.38,486.59,71351428
QQQ,2024-06-10,343.10,343.94,342.08,342.83,59281812
IWM,2024-06-10,213.01,220.09,212.49,219.01,31382243
TLT,2024-06-10,92.89,96.01,92.78,95.85,14202539
GLD,2024-06-10,213.96,219.05,213.89,218.71,7160116
SPY,2024-06-11,484.26,486.81,483.31,485.96,111829022
QQQ,2024-06-11,342.26,345.94,340.59,345.87,49507795
IWM,2024-06-11,218.84,219.84,218.10,218.68,27408374
TLT,2024-06-11,95.72,95.90,95.50,95.56,15352655
GLD,2024-06-11,218.31,219.05,217.09,217.96,10014585
SPY,2024-06-12,486.58,492.03,486.42,491.79,90130040
QQQ,2024-06-12,348.13,348.38,344.54,345.35,61355077
IWM,2024-06-12,219.54,219.96,218.67,219.75,35179710
TLT,2024-06-12,95.26,97.19,95.15,97.11,8161752
GLD,2024-06-12,217.94,218.12,217.58,217.79,7904612
SPY,2024-06-13,491.97,492.69,489.12,489.30,84413775
QQQ,2024-06-13,347.95,350.02,336.27,340.35,55558370
IWM,2024-06-13,219.20,220.18,218.30,218.70,37233632
TLT,2024-06-13,97.23,97.57,96.55,96.84,11551512
GLD,2024-06-13,218.55,219.32,213.93,214.98,9872349
SPY,2024-06-14,490.27,495.49,489.51,495.36,90768151
QQQ,2024-06-14,337.73,344.09,337.11,343.43,64940421
IWM,2024-06-14,219.25,219.85,218.66,219.72,33356546
TLT,2024-06-14,96.89,96.99,96.36,96.62,10206309
GLD,2024-06-14,213.51,214.13,211.82,212.07,6726488
SPY,2024-06-17,494.96,495.24,485.90,486.37,66399028
QQQ,2024-06-17,344.69,352.76,344.21,351.19,49743284
IWM,2024-06-17,219.24,220.91,216.28,218.52,42258401
TLT,2024-06-17,96.71,97.16,96.66,97.15,15395617
GLD,2024-06-17,212.31,212.48,210.49,210.99,9081221
SPY,2024-06-18,483.82,483.84,480.90,481.54,89917561
QQQ,2024-06-18,351.18,352.04,350.52,351.19,45991910
IWM,2024-06-18,217.30,223.77,217.17,222.50,36770173
TLT,2024-06-18,97.47,97.70,97.14,97.36,9902903
GLD,2024-06-18,211.01,211.19,208.29,208.54,10528812
SPY,2024-06-20,481.22,486.51,480.74,486.36,84521123
QQQ,2024-06-20,351.03,355.31,349.93,354.28,45865258
IWM,2024-06-20,222.05,226.08,220.62,225.79,40644674
TLT,2024-06-20,97.57,98.50,97.50,98.02,9399043
GLD,2024-06-20,207.35,207.67,206.04,206.05,11571205
SPY,2024-06-21,484.29,490.91,483.02,490.61,75249843
QQQ,2024-06-21,352.81,353.68,344.54,345.29,58769991
IWM,2024-06-21,228.18,228.42,222.93,222.98,29419983
TLT,2024-06-21,97.85,100.76,97.65,100.59,10768224
GLD,2024-06-21,205.71,206.40,202.98,203.18,4360601
SPY,2024-06-24,489.74,490.16,486.47,488.11,58842263
QQQ,2024-06-24,347.42,348.01,329.32,329.90,41712202
IWM,2024-06-24,223.64,226.81,223.04,225.54,24907280
TLT,2024-06-24,100.46,102.20,100.28,101.45,9274615
GLD,2024-06-24,203.23,204.56,202.26,204.25,8698070
SPY,2024-06-25,489.54,493.71,489.04,492.33,105710560
QQQ,2024-06-25,330.56,341.53,329.62,340.67,60879866
IWM,2024-06-25,225.69,227.49,220.89,221.14,29503837
TLT,2024-06-25,100.85,101.45,100.12,100.29,10833186
GLD,2024-06-25,204.24,206.71,204.17,206.46,4828098
SPY,2024-06-26,488.91,500.82,486.15,498.75,59166757
QQQ,2024-06-26,342.16,342.58,336.86,338.36,63602993
IWM,2024-06-26,221.75,222.79,221.03,222.05,31535919
TLT,2024-06-26,100.28,100.55,100.09,100.14,10652455
GLD,2024-06-26,206.87,207.71,206.75,207.46,7023008
SPY,2024-06-27,496.77,499.16,492.47,492.98,90268068
QQQ,2024-06-27,338.99,341.17,337.95,339.39,55923521
IWM,2024-06-27,221.56,223.98,221.36,223.49,46471359
TLT,2024-06-27,99.94,99.99,96.84,96.85,10728836
GLD,2024-06-27,206.87,207.57,204.62,205.75,7380962
SPY,2024-06-28,496.55,498.91,485.39,487.46,72786332
QQQ,2024-06-28,337.05,355.77,336.36,352.65,51004565
IWM,2024-06-28,223.07,226.01,222.88,225.44,43372605
TLT,2024-06-28,97.24,97.30,96.52,96.55,7250084
GLD,2024-06-28,205.87,206.29,203.67,205.04,8363948
SPY,2024-07-01,487.44,488.86,477.13,479.27,83640153
QQQ,2024-07-01,352.98,357.50,351.86,354.56,51083095
IWM,2024-07-01,224.65,228.92,223.40,228.27,36109150
TLT,2024-07-01,96.46,96.48,94.84,95.23,11716992
GLD,2024-07-01,205.80,206.65,204.31,204.42,8645501
SPY,2024-07-02,477.43,480.81,476.15,480.01,71526478
QQQ,2024-07-02,355.27,357.04,353.15,353.95,48617353
IWM,2024-07-02,226.09,226.26,223.47,224.77,43445193
TLT,2024-07-02,95.25,95.27,94.60,94.88,10300018
GLD,2024-07-02,204.27,206.47,203.92,205.96,6032961
SPY,2024-07-03,480.65,485.44,480.12,484.48,70938148
QQQ,2024-07-03,357.06,362.37,352.28,358.83,61115236
IWM,2024-07-03,224.66,225.06,223.31,224.69,41513587
TLT,2024-07-03,94.90,94.93,94.01,94.06,8233900
GLD,2024-07-03,205.23,205.39,203.14,203.31,9991222
SPY,2024-07-05,483.82,483.92,479.50,479.55,80272096
QQQ,2024-07-05,355.41,365.25,352.90,363.51,62142742
IWM,2024-07-05,223.86,227.99,222.90,227.64,39299826
TLT,2024-07-05,94.16,95.40,93.88,95.24,11549264
GLD,2024-07-05,203.17,204.18,203.14,203.92,10072527
SPY,2024-07-08,476.38,482.77,474.77,481.18,73617862
QQQ,2024-07-08,363.49,372.18,362.18,371.01,52254629
IWM,2024-07-08,226.37,226.55,221.20,221.85,39993713
TLT,2024-07-08,94.76,94.93,94.16,94.30,9401035
GLD,2024-07-08,204.69,204.82,203.35,203.81,7474308
SPY,2024-07-09,481.35,481.69,475.88,475.91,76772331
QQQ,2024-07-09,372.60,373.17,371.38,372.57,52085570
IWM,2024-07-09,222.71,231.72,221.82,231.46,41374458
TLT,2024-07-09,94.13,94.16,92.67,92.76,10118045
GLD,2024-07-09,202.95,203.73,201.11,201.88,6515079
SPY,2024-07-10,473.95,475.72,471.80,475.50,68497230
QQQ,2024-07-10,373.50,375.61,373.07,375.27,53662207
IWM,2024-07-10,232.05,235.41,231.27,234.77,24642017
TLT,2024-07-10,92.80,92.95,91.49,91.74,12705708
GLD,2024-07-10,202.29,202.93,201.33,202.01,8508302
SPY,2024-07-11,475.96,480.95,475.65,479.79,77142296
QQQ,2024-07-11,374.40,376.51,372.19,374.88,55603615
IWM,2024-07-11,234.67,242.76,233.97,242.38,38589273
TLT,2024-07-11,91.62,91.71,90.11,90.13,9830340
GLD,2024-07-11,202.22,202.34,199.65,199.75,8935115
SPY,2024-07-12,478.93,491.27,477.43,490.83,90344878
QQQ,2024-07-12,374.50,375.75,373.53,373.56,44748168
IWM,2024-07-12,243.54,245.79,242.41,242.68,24990954
TLT,2024-07-12,90.09,90.16,89.29,89.30,13367486
GLD,2024-07-12,199.00,199.35,196.76,196.80,5534963
SPY,2024-07-15,491.38,493.90,488.33,493.56,73206218
QQQ,2024-07-15,374.74,389.54,374.21,387.13,37265312
IWM,2024-07-15,242.78,243.52,241.76,243.10,32368048
TLT,2024-07-15,89.29,90.29,89.04,89.72,13057953
GLD,2024-07-15,197.60,198.55,195.86,196.44,6470705
SPY,2024-07-16,493.52,495.81,492.02,494.33,100748575
QQQ,2024-07-16,383.04,386.06,380.56,386.02,48139621
IWM,2024-07-16,242.24,242.58,240.03,240.98,31619774
TLT,2024-07-16,89.57,89.77,89.56,89.60,15346585
GLD,2024-07-16,196.78,199.81,196.67,199.69,8213949
SPY,2024-07-17,497.75,500.56,481.32,481.69,48396905
QQQ,2024-07-17,384.60,386.77,375.36,376.50,63958407
IWM,2024-07-17,240.08,242.49,239.80,242.10,35490214
TLT,2024-07-17,89.60,90.18,89.43,90.17,18800900
GLD,2024-07-17,199.19,200.49,198.93,200.06,7950496
SPY,2024-07-18,480.99,482.28,479.10,479.66,72466515
QQQ,2024-07-18,376.12,383.59,371.53,381.92,43066348
IWM,2024-07-18,242.45,242.67,240.20,240.81,51315968
TLT,2024-07-18,89.53,91.12,89.09,90.94,9855531
GLD,2024-07-18,200.17,201.03,195.16,195.72,7572422
SPY,2024-07-19,480.22,480.38,472.24,472.39,45720588
QQQ,2024-07-19,382.15,384.04,363.06,365.61,46668969
IWM,2024-07-19,240.94,249.03,240.35,248.14,36202246
TLT,2024-07-19,90.69,90.74,90.40,90.64,10828892
GLD,2024-07-19,195.46,198.80,195.45,198.30,7702975
SPY,2024-07-22,472.76,473.42,460.68,461.07,73681199
QQQ,2024-07-22,368.37,378.93,365.69,377.31,51116163
IWM,2024-07-22,246.50,246.56,242.09,243.28,35978811
TLT,2024-07-22,90.31,92.67,90.26,92.12,11678475
GLD,2024-07-22,199.21,199.92,198.55,199.60,8271065
SPY,2024-07-23,461.04,463.34,451.17,455.67,74324666
QQQ,2024-07-23,378.71,378.83,368.54,370.28,45676018
IWM,2024-07-23,242.69,242.79,239.81,241.06,29935018
TLT,2024-07-23,92.23,92.60,91.24,91.58,15386892
GLD,2024-07-23,199.94,200.09,199.37,199.45,9027444
SPY,2024-07-24,454.21,458.74,452.73,458.35,112103242
QQQ,2024-07-24,373.20,380.95,373.19,377.51,57053831
IWM,2024-07-24,241.28,242.37,235.77,237.36,31549115
TLT,2024-07-24,91.83,91.87,90.37,90.48,10202267
GLD,2024-07-24,199.01,199.38,197.82,198.08,7487040
SPY,2024-07-25,458.46,462.71,458.12,461.26,59426513
QQQ,2024-07-25,377.87,378.82,372.56,373.11,39758116
IWM,2024-07-25,234.98,237.03,233.79,236.76,37601689
TLT,2024-07-25,90.28,91.36,89.67,90.94,9970019
GLD,2024-07-25,198.22,199.20,197.99,199.10,7747832
SPY,2024-07-26,458.15,470.03,457.23,469.32,96120498
QQQ,2024-07-26,372.66,381.71,372.41,380.00,37529051
IWM,2024-07-26,237.36,237.72,228.81,229.17,36532552
TLT,2024-07-26,90.70,91.92,90.61,91.80,13622280
GLD,2024-07-26,198.47,200.31,198.40,199.86,9123348
SPY,2024-07-29,471.63,471.73,467.62,467.77,63589987
QQQ,2024-07-29,374.49,375.05,367.44,368.50,47988294
IWM,2024-07-29,230.16,230.87,218.67,220.13,28236766
TLT,2024-07-29,91.41,91.46,90.78,90.87,14062511
GLD,2024-07-29,199.62,199.84,196.51,196.77,7992817
SPY,2024-07-30,468.67,470.28,467.71,467.99,80397715
QQQ,2024-07-30,366.23,384.71,366.12,382.80,48067873
IWM,2024-07-30,219.36,222.90,219.06,222.65,32394976
TLT,2024-07-30,91.25,91.78,91.13,91.66,10431622
GLD,2024-07-30,197.58,198.21,197.23,197.44,6799197
SPY,2024-07-31,464.93,468.19,464.25,467.67,74392282
QQQ,2024-07-31,382.40,395.47,382.23,392.42,51829907
IWM,2024-07-31,223.06,227.28,222.79,226.92,32552592
TLT,2024-07-31,91.85,92.00,90.17,90.25,13737558
GLD,2024-07-31,195.65,199.52,195.26,199.41,10183747
SPY,2024-08-01,467.78,468.01,455.93,456.32,81949330
QQQ,2024-08-01,389.14,403.06,385.83,399.62,50111979
IWM,2024-08-01,226.89,233.46,225.34,233.22,37927884
TLT,2024-08-01,90.15,90.23,87.56,87.74,10502051
GLD,2024-08-01,200.02,201.83,200.01,201.74,10282014
SPY,2024-08-02,459.58,460.30,458.51,460.08,70488480
QQQ,2024-08-02,399.44,399.97,394.98,395.01,48700906
IWM,2024-08-02,233.73,240.38,233.18,239.59,38469780
TLT,2024-08-02,87.29,88.21,87.14,88.04,11936062
GLD,2024-08-02,202.03,204.31,201.71,204.23,8491635
SPY,2024-08-05,460.21,479.60,458.91,475.74,83935116
QQQ,2024-08-05,393.15,394.06,391.97,392.64,42279630
IWM,2024-08-05,239.86,241.67,238.64,240.89,44292487
TLT,2024-08-05,88.53,88.66,87.75,87.80,13129213
GLD,2024-08-05,204.22,205.57,204.00,205.56,6808946
SPY,2024-08-06,476.05,476.59,474.39,476.32,75751710
QQQ,2024-08-06,390.67,392.22,380.09,382.57,50194992
IWM,2024-08-06,240.22,241.37,237.43,238.38,47142914
TLT,2024-08-06,87.93,88.56,87.87,88.51,12100461
GLD,2024-08-06,205.11,206.02,202.30,202.45,7942983
SPY,2024-08-07,479.89,483.69,479.36,481.92,97983740
QQQ,2024-08-07,382.03,387.96,380.79,384.85,59599874
IWM,2024-08-07,237.83,239.35,236.93,236.96,37006794
TLT,2024-08-07,88.60,89.38,88.56,89.21,11540715
GLD,2024-08-07,202.04,202.08,200.17,200.29,7288201
SPY,2024-08-08,480.12,482.48,479.59,482.03,57120931
QQQ,2024-08-08,385.50,389.15,383.40,387.59,55261911
IWM,2024-08-08,240.38,244.97,239.70,244.46,41193334
TLT,2024-08-08,89.24,89.45,89.16,89.20,8751286
GLD,2024-08-08,200.15,200.60,198.98,199.20,9692551
SPY,2024-08-09,481.30,485.09,479.34,480.67,69064289
QQQ,2024-08-09,387.52,394.10,384.80,393.62,68405157
IWM,2024-08-09,244.22,247.19,241.37,245.52,29465434
TLT,2024-08-09,89.26,89.48,89.12,89.36,10479687
GLD,2024-08-09,199.66,200.03,197.65,198.62,6714828
SPY,2024-08-12,477.65,479.74,476.46,479.13,49005991
QQQ,2024-08-12,392.55,395.81,385.85,386.61,48135535
IWM,2024-08-12,246.22,252.30,245.40,251.93,44534345
TLT,2024-08-12,89.16,89.32,87.80,88.06,12298639
GLD,2024-08-12,198.92,199.03,197.52,197.55,6869926
SPY,2024-08-13,478.93,479.83,478.14,479.21,87209920
QQQ,2024-08-13,386.57,387.13,381.36,381.80,61305911
IWM,2024-08-13,251.52,254.71,250.76,254.60,34861747
TLT,2024-08-13,88.16,88.78,88.13,88.41,13103179
GLD,2024-08-13,197.55,200.17,197.46,199.93,6605627
SPY,2024-08-14,478.87,483.14,478.05,481.57,70764466
QQQ,2024-08-14,379.73,392.17,378.16,390.24,29720857
IWM,2024-08-14,254.85,254.97,252.28,252.54,26727224
TLT,2024-08-14,88.48,89.57,87.71,89.50,10269692
GLD,2024-08-14,199.19,202.28,199.11,202.25,7673515
SPY,2024-08-15,480.43,482.25,479.70,482.09,78196837
QQQ,2024-08-15,390.60,390.66,378.88,379.06,37202538
IWM,2024-08-15,253.02,253.32,249.50,249.65,25582085
TLT,2024-08-15,89.62,90.81,89.58,90.76,14109567
GLD,2024-08-15,203.34,203.51,199.86,200.17,7063942
SPY,2024-08-16,485.34,485.91,469.33,470.63,69923788
QQQ,2024-08-16,374.54,379.40,373.17,378.31,51014846
IWM,2024-08-16,249.45,249.91,245.48,246.18,29140505
TLT,2024-08-16,91.07,91.83,90.99,91.80,8886215
GLD,2024-08-16,199.38,203.84,199.22,202.97,7826919
SPY,2024-08-19,470.23,474.80,465.82,473.96,107441876
QQQ,2024-08-19,376.45,376.49,370.50,371.16,71557033
IWM,2024-08-19,245.41,245.55,244.01,244.67,41684236
TLT,2024-08-19,91.28,92.46,91.06,92.40,17228563
GLD,2024-08-19,203.75,209.07,203.12,207.56,7304147
SPY,2024-08-20,472.49,473.11,459.76,461.13,76089579
QQQ,2024-08-20,369.39,370.79,354.26,360.01,58167059
IWM,2024-08-20,242.98,251.97,242.63,251.91,39730903
TLT,2024-08-20,92.36,94.24,92.33,93.86,13732064
GLD,2024-08-20,207.07,207.80,206.83,206.94,6002362
SPY,2024-08-21,462.29,463.43,455.41,455.93,87974076
QQQ,2024-08-21,360.68,371.00,360.02,370.92,48570784
IWM,2024-08-21,254.44,255.73,237.19,239.98,33731671
TLT,2024-08-21,93.88,93.88,92.82,93.06,15778861
GLD,2024-08-21,206.65,208.33,206.62,207.79,5854677
SPY,2024-08-22,455.40,457.57,444.75,445.03,82191465
QQQ,2024-08-22,368.92,369.64,368.56,369.29,37282242
IWM,2024-08-22,239.82,239.92,234.27,234.66,30588366
TLT,2024-08-22,92.72,94.89,92.44,94.73,12972988
GLD,2024-08-22,208.62,210.10,208.39,210.06,8677140
SPY,2024-08-23,446.13,447.50,431.72,432.78,83050931
QQQ,2024-08-23,367.59,368.36,360.32,360.55,42192913
IWM,2024-08-23,234.55,235.24,225.96,227.09,40027070
TLT,2024-08-23,94.99,95.06,93.76,94.01,14225741
GLD,2024-08-23,210.21,211.14,208.98,209.55,7060561
SPY,2024-08-26,435.32,439.26,434.50,439.06,69999379
QQQ,2024-08-26,359.86,371.59,359.10,370.99,54953927
IWM,2024-08-26,226.51,227.22,224.26,225.17,49482554
TLT,2024-08-26,93.74,94.20,93.68,94.11,12522328
GLD,2024-08-26,209.30,209.81,208.00,208.47,8230776
SPY,2024-08-27,438.81,438.98,437.03,437.71,61145095
QQQ,2024-08-27,369.55,376.86,368.66,374.05,56506612
IWM,2024-08-27,224.64,231.51,224.48,230.08,30744691
TLT,2024-08-27,94.21,94.49,92.76,92.94,10411865
GLD,2024-08-27,207.83,210.00,207.80,209.88,8829179
SPY,2024-08-28,436.52,438.75,436.05,436.40,74132159
QQQ,2024-08-28,369.94,377.12,366.36,372.07,51565353
IWM,2024-08-28,228.77,240.51,228.36,240.01,12492285
TLT,2024-08-28,93.19,93.38,92.21,92.49,11580979
GLD,2024-08-28,209.90,210.31,207.19,208.76,8352557
SPY,2024-08-29,438.65,440.82,434.67,436.55,23442779
QQQ,2024-08-29,373.00,373.19,366.78,367.00,52455609
IWM,2024-08-29,239.52,244.68,239.45,243.06,35694096
TLT,2024-08-29,92.26,92.32,92.14,92.19,12968484
GLD,2024-08-29,208.17,211.11,208.00,210.32,5796091
SPY,2024-08-30,436.80,438.66,428.93,429.37,83505601
QQQ,2024-08-30,367.86,369.54,360.12,360.44,41400373
IWM,2024-08-30,242.88,243.71,237.96,240.54,23788402
TLT,2024-08-30,92.97,94.25,92.72,94.15,8706827
GLD,2024-08-30,210.08,210.71,207.97,208.69,7614311
SPY,2024-09-03,427.81,428.13,425.15,425.19,97493365
QQQ,2024-09-03,360.03,366.60,358.54,364.86,53842392
IWM,2024-09-03,241.85,242.02,231.63,232.23,34998448
TLT,2024-09-03,93.94,95.56,93.80,95.54,15089677
GLD,2024-09-03,208.55,208.93,206.09,206.23,6248091
SPY,2024-09-04,423.38,424.56,423.09,423.92,74334179
QQQ,2024-09-04,367.15,367.74,362.61,363.41,42720917
IWM,2024-09-04,231.78,232.20,228.57,229.46,33977059
TLT,2024-09-04,95.66,96.48,95.65,96.39,12416213
GLD,2024-09-04,205.77,205.92,204.48,204.70,9573278
SPY,2024-09-05,423.94,430.59,423.25,430.21,70496169
QQQ,2024-09-05,363.76,364.12,359.56,360.28,59947815
IWM,2024-09-05,228.24,231.25,227.79,230.81,25699597
TLT,2024-09-05,96.23,96.35,95.27,95.80,5669414
GLD,2024-09-05,204.41,204.49,203.15,203.72,4683256
SPY,2024-09-06,430.55,431.03,422.90,424.76,81307059
QQQ,2024-09-06,357.09,368.86,353.91,364.97,59729205
IWM,2024-09-06,229.13,229.48,227.47,227.57,28563919
TLT,2024-09-06,96.03,96.40,95.87,95.97,11235554
GLD,2024-09-06,204.33,206.95,203.43,206.48,8519994
SPY,2024-09-09,422.94,423.79,415.79,418.82,67180133
QQQ,2024-09-09,366.17,369.83,358.25,360.61,33836208
IWM,2024-09-09,227.71,231.72,225.56,230.17,42606969
TLT,2024-09-09,95.82,96.17,94.92,95.01,12653317
GLD,2024-09-09,206.72,206.89,204.96,205.50,5471113
SPY,2024-09-10,420.04,422.57,413.08,414.70,106262206
QQQ,2024-09-10,361.71,361.71,350.12,351.59,59923370
IWM,2024-09-10,231.10,231.31,226.05,226.51,21007636
TLT,2024-09-10,95.29,95.36,93.96,94.14,11759156
GLD,2024-09-10,205.54,206.12,205.30,205.76,7579030
SPY,2024-09-11,416.90,420.16,416.31,419.42,66371130
QQQ,2024-09-11,348.68,360.19,347.60,359.86,45922064
IWM,2024-09-11,224.98,230.17,224.44,229.82,35710794
TLT,2024-09-11,94.56,95.27,91.53,92.56,11379571
GLD,2024-09-11,206.65,206.68,204.73,204.95,8143078
SPY,2024-09-12,419.38,423.21,418.47,421.66,85276942
QQQ,2024-09-12,360.85,362.51,349.81,351.40,46487082
IWM,2024-09-12,230.38,232.30,227.42,228.44,35687073
TLT,2024-09-12,92.31,93.74,92.02,93.68,11575969
GLD,2024-09-12,204.69,204.86,204.44,204.76,7462110
SPY,2024-09-13,421.96,424.35,403.36,407.38,95864751
QQQ,2024-09-13,352.54,358.49,352.31,357.59,38059950
IWM,2024-09-13,229.39,229.61,223.50,223.64,27251569
TLT,2024-09-13,93.65,94.39,92.26,92.66,12591715
GLD,2024-09-13,205.58,205.72,203.34,203.37,5960774
SPY,2024-09-16,408.00,414.79,407.28,412.63,88097199
QQQ,2024-09-16,359.58,360.29,348.71,349.30,43515608
IWM,2024-09-16,224.29,226.36,224.22,225.66,39274225
TLT,2024-09-16,92.18,93.87,92.17,93.79,15718897
GLD,2024-09-16,203.46,203.63,199.91,200.17,10284781
